""	"OTU1"	"OTU2"	"OTU3"	"OTU4"	"OTU5"	"OTU6"	"OTU7"	"OTU8"	"OTU9"	"OTU10"	"OTU11"	"OTU12"	"OTU13"	"OTU14"	"OTU15"	"OTU16"	"OTU17"	"OTU18"	"OTU19"	"OTU20"	"OTU21"	"OTU22"	"OTU23"	"OTU24"	"OTU25"	"OTU26"	"OTU27"	"OTU28"	"OTU29"	"OTU30"	"OTU31"	"OTU32"	"OTU33"	"OTU34"	"OTU35"	"OTU36"	"OTU37"	"OTU38"	"OTU39"	"OTU40"	"OTU41"	"OTU42"	"OTU43"	"OTU44"	"OTU45"	"OTU46"	"OTU47"	"OTU48"	"OTU49"	"OTU50"	"OTU51"	"OTU52"	"OTU53"	"OTU54"	"OTU55"	"OTU56"	"OTU57"	"OTU58"	"OTU59"	"OTU60"	"OTU61"	"OTU62"	"OTU63"	"OTU64"	"OTU65"	"OTU66"	"OTU67"	"OTU68"	"OTU69"	"OTU70"	"OTU71"	"OTU72"	"OTU73"	"OTU74"	"OTU75"	"OTU76"	"OTU77"	"OTU78"	"OTU79"	"OTU80"	"OTU81"	"OTU82"	"OTU83"	"OTU84"	"OTU85"	"OTU86"	"OTU87"	"OTU88"	"OTU89"	"OTU90"	"OTU91"	"OTU92"	"OTU93"	"OTU94"	"OTU95"	"OTU96"	"OTU97"	"OTU98"	"OTU99"	"OTU100"	"OTU101"	"OTU102"	"OTU103"	"OTU104"	"OTU105"	"OTU106"	"OTU107"	"OTU108"	"OTU109"	"OTU110"	"OTU111"	"OTU112"	"OTU113"	"OTU114"	"OTU115"	"OTU116"	"OTU117"	"OTU118"	"OTU119"	"OTU120"	"OTU121"	"OTU122"	"OTU123"	"OTU124"	"OTU125"	"OTU126"	"OTU127"
"303"	0	43	170	0	78	323	41	0	144	42	0	9	20	3	211	0	0	10	328	33	201	0	7	0	0	16	223	0	0	42	0	71	0	0	19	67	0	0	12	134	118	34	0	13	0	12	0	24	122	64	6	42	0	3	40	39	22	3	286	0	0	60	0	0	537	95	158	0	0	20	11	0	124	0	281	10	24	29	19	36	0	7	92	958	45	28	41	0	0	4795	0	10	0	88	582	0	0	76	0	14	269	0	132	1	27	0	0	0	0	52	0	369	0	13	183	15	151	0	2	0	0	39	105	0	185	11	2
"304"	0	35	0	52	80	241	28	0	146	0	5	0	11	21	121	0	20	22	369	12	0	45	0	75	1	41	252	0	0	53	18	0	133	0	0	35	0	0	7	78	214	0	80	0	0	15	26	19	106	64	0	0	13	31	0	23	16	38	0	28	76	39	0	0	494	89	162	28	14	0	18	11	130	0	305	17	28	0	30	6	0	0	106	757	29	0	47	60	0	2261	0	0	52	42	577	0	0	18	0	31	0	303	150	7	38	0	16	0	11	25	119	407	172	146	96	13	97	358	5	0	24	0	129	0	282	9	12
"305"	229	15	129	54	74	0	40	42	128	7	0	0	14	26	153	0	35	0	260	18	226	57	20	117	34	0	276	44	0	91	0	30	191	59	0	46	0	0	0	0	0	0	0	14	70	0	0	28	0	80	3	59	9	549	46	45	6	7	311	49	0	34	27	0	525	0	176	0	17	24	13	0	0	21	384	23	31	0	18	0	0	0	0	959	32	0	42	0	0	7667	24	7	70	62	446	25	0	32	0	0	0	275	146	2	46	41	0	3	11	0	39	342	0	0	0	7	50	0	0	35	16	0	96	32	248	11	6
"306"	179	0	0	23	85	244	38	110	166	73	0	61	21	0	83	36	52	41	0	32	173	37	0	112	2	26	196	0	0	0	0	11	0	101	0	35	0	0	0	128	196	42	0	0	68	12	4	21	0	0	2	37	15	817	42	46	10	0	272	0	0	37	23	215	506	0	155	1	12	1	23	0	74	0	385	0	32	30	41	15	46	0	114	781	0	0	35	0	13	1493	45	9	75	47	487	0	0	0	25	79	329	0	99	0	0	45	50	42	0	19	56	426	0	43	0	0	55	247	0	12	14	0	0	0	248	2	2
"307"	105	27	174	21	68	256	47	0	0	9	7	0	12	28	161	0	48	0	416	6	178	54	1	86	51	0	154	0	0	52	4	0	146	92	24	73	0	44	0	134	138	70	91	22	0	0	5	29	0	67	0	43	27	1109	0	92	19	7	289	60	0	36	0	0	430	88	211	8	45	7	11	92	0	0	308	0	74	15	14	19	25	0	104	801	0	0	53	0	15	4923	10	0	26	62	518	0	0	0	0	5	0	346	133	21	0	0	16	41	80	23	105	430	162	0	137	13	134	0	0	0	22	56	92	6	231	7	11
"308"	187	0	0	36	76	0	25	0	166	10	0	7	14	0	159	0	0	0	344	9	0	34	0	0	28	0	285	0	0	69	8	32	0	67	17	0	2	25	22	120	0	0	78	0	47	7	17	15	0	54	0	0	21	655	26	62	0	0	278	59	38	58	0	175	584	0	189	1	25	0	7	50	0	19	330	0	54	30	0	0	0	0	146	695	74	0	55	75	5	2898	23	27	0	68	530	16	0	0	0	13	291	0	139	1	37	48	0	22	0	6	105	362	108	33	0	0	126	203	47	31	15	0	89	0	196	1	12
"309"	214	0	0	31	73	0	72	47	165	68	0	108	0	17	94	0	18	13	466	0	0	52	0	93	43	0	195	0	10	53	18	51	0	113	22	74	0	0	11	135	120	41	0	14	48	12	0	13	0	75	0	0	37	3837	55	38	13	11	204	0	90	52	0	167	452	0	216	0	0	10	20	71	96	13	334	9	48	0	0	25	42	0	0	915	36	3	70	84	6	5623	26	0	46	4	472	0	0	10	0	0	0	0	134	11	0	0	49	31	68	20	85	359	0	0	0	0	97	156	0	36	8	0	102	14	0	0	0
"310"	197	0	150	0	69	0	39	60	0	53	20	0	0	0	139	0	0	7	0	16	67	113	4	117	48	42	0	0	24	35	0	17	167	0	9	0	0	0	0	0	99	22	0	20	59	18	0	0	189	39	3	97	34	98	49	28	0	0	279	41	0	52	0	179	479	0	197	0	59	17	0	174	101	7	331	11	35	12	0	42	0	0	51	0	36	0	42	55	10	4727	0	3	45	16	498	5	0	12	0	34	313	258	142	18	44	0	74	22	0	34	68	0	144	0	0	2	0	300	0	11	20	55	111	0	222	25	2
"311"	0	60	314	48	117	499	40	0	152	39	0	0	13	0	143	0	0	0	0	14	229	0	0	66	16	41	285	37	4	43	0	21	138	70	21	38	15	20	6	0	161	61	86	0	0	7	9	11	125	105	1	0	12	1597	54	30	13	0	309	0	0	60	51	168	581	90	0	0	26	21	18	85	0	2	319	0	71	24	12	21	0	15	114	766	0	0	50	0	0	918	9	10	37	48	487	0	0	46	27	0	0	0	0	0	43	49	0	0	0	16	75	416	0	34	121	0	22	229	0	0	12	66	0	0	281	0	0
"312"	116	13	0	34	76	105	16	23	0	14	0	581	22	23	118	0	81	0	368	0	0	0	28	118	12	25	275	0	0	44	11	43	139	35	35	60	18	16	17	182	129	0	90	14	50	7	6	21	171	56	3	51	0	112	30	7	0	10	0	0	88	29	0	153	532	113	206	3	0	6	8	0	154	24	431	8	47	13	22	0	24	0	106	725	3	5	56	0	0	6327	0	74	49	200	555	16	0	4	0	49	0	297	152	0	0	0	0	0	135	8	0	386	135	34	0	17	59	287	0	0	0	33	88	0	273	0	0
"313"	161	37	194	0	105	0	24	0	0	34	12	0	0	0	158	6	47	30	0	0	243	37	1	116	10	0	311	51	0	75	1	40	161	0	14	0	0	13	14	151	131	0	0	8	0	7	38	49	132	39	6	0	33	2978	53	25	0	0	307	16	20	37	29	134	515	99	172	8	81	0	0	52	0	20	427	10	40	30	0	0	47	0	109	733	0	6	30	136	0	354	16	19	66	66	524	10	0	43	0	0	317	339	117	0	42	0	0	0	0	29	0	386	180	0	0	14	51	258	0	3	35	37	108	26	210	3	2
"314"	229	22	0	37	82	0	40	33	167	10	8	0	0	11	141	0	27	0	535	24	149	70	19	79	33	12	224	0	0	74	15	59	0	82	12	67	12	10	0	0	179	45	0	12	81	10	15	0	0	79	6	37	49	21	0	0	14	0	269	21	0	18	0	0	483	0	187	0	32	0	7	0	107	0	408	17	0	0	0	0	40	0	70	718	18	1	0	0	0	4099	16	9	14	21	428	21	22	68	0	0	300	210	169	0	39	27	44	9	0	11	135	405	166	10	0	10	93	0	0	0	72	34	121	0	249	0	0
"315"	145	26	101	37	97	0	34	42	129	0	0	0	0	0	126	12	17	23	440	22	185	34	0	118	0	30	167	0	0	58	4	33	0	71	0	28	5	29	14	0	165	29	93	10	53	0	15	0	149	0	4	49	21	981	0	3	0	0	0	0	76	57	52	160	604	74	174	16	47	17	13	56	155	10	350	21	68	0	30	0	0	0	0	1079	0	14	42	17	0	11759	0	19	36	60	521	17	0	0	0	0	200	0	141	0	38	17	41	12	50	26	98	346	72	2	0	0	97	350	0	31	32	64	104	0	0	10	8
"316"	183	0	137	18	80	0	24	62	130	0	0	0	1	0	138	10	0	29	0	22	0	57	9	89	6	49	221	46	0	43	4	48	0	58	17	43	8	12	0	149	232	0	0	5	26	10	0	24	154	24	1	48	0	514	0	38	0	18	0	0	0	64	13	129	482	115	247	0	17	0	17	13	126	13	290	11	25	40	18	0	31	50	0	667	19	0	47	0	4	6272	0	20	66	120	476	0	26	29	0	0	0	223	143	4	0	0	43	24	0	0	77	369	0	0	0	23	87	234	0	0	0	33	54	0	258	3	0
"317"	179	0	0	40	86	166	36	29	0	0	15	0	17	7	142	6	27	0	291	4	150	74	1	91	0	0	269	0	17	42	0	30	114	117	7	26	14	13	0	154	0	72	0	0	55	17	21	7	185	0	2	55	42	547	41	27	19	11	271	17	92	0	66	162	508	125	177	0	0	39	7	63	115	8	353	20	36	45	27	47	0	0	129	732	0	45	49	125	18	1693	0	14	54	0	0	0	8	10	0	7	0	248	105	1	0	57	0	55	0	27	109	453	0	19	0	16	72	198	0	19	19	0	98	0	0	5	0
"318"	131	49	102	66	112	119	39	0	164	11	0	0	0	0	130	4	41	0	274	0	0	0	5	0	52	0	230	44	5	58	0	37	0	0	0	37	13	16	42	0	214	0	79	0	63	6	26	0	0	102	7	62	0	1969	42	0	12	0	337	0	0	61	0	0	647	110	191	6	7	11	20	30	122	28	323	9	18	20	0	36	45	0	137	745	14	33	58	52	0	10331	0	32	74	76	558	0	0	0	26	0	307	423	120	0	55	14	0	19	0	23	0	384	0	5	101	0	118	296	1	0	0	66	98	30	229	15	0
"319"	204	24	0	0	64	0	42	102	139	1	0	0	0	24	142	0	17	43	422	72	191	60	11	59	9	39	154	0	3	45	5	0	0	72	38	41	0	0	11	0	100	51	77	0	47	10	16	8	0	42	7	47	31	771	35	13	13	15	261	16	75	52	85	218	517	0	189	11	16	2	0	0	170	32	339	15	0	0	0	22	15	2	138	775	0	0	49	131	0	695	16	0	0	18	449	18	17	0	0	27	217	0	111	8	49	37	29	0	33	43	84	360	83	11	0	28	110	0	0	19	0	36	92	17	183	0	0
"320"	153	0	0	0	79	0	42	52	0	31	3	0	26	0	124	0	13	16	589	16	193	0	0	67	0	26	239	22	2	53	0	17	209	0	61	0	0	9	17	108	150	77	0	0	0	8	25	31	0	81	0	59	24	7	75	10	0	36	260	0	142	63	31	167	692	78	197	3	27	10	8	46	201	0	371	13	26	40	36	18	73	0	92	797	12	1	59	0	0	5616	24	0	0	0	575	14	4	0	0	0	217	344	128	5	47	0	147	0	0	16	0	429	141	0	79	18	63	0	0	7	24	40	77	0	0	5	0
"321"	203	0	0	0	64	0	30	111	0	63	0	9	0	0	151	1	86	9	430	0	0	64	0	70	19	62	250	75	6	40	3	0	0	49	10	31	10	4	14	170	128	0	102	20	44	13	20	0	0	56	0	26	9	12	0	53	0	9	328	50	75	68	0	0	0	0	210	0	22	22	29	0	143	20	299	18	31	3	0	0	49	0	0	0	12	0	70	43	14	4757	55	0	55	32	496	0	0	27	0	21	0	255	142	0	60	0	77	53	0	7	76	446	0	9	0	22	53	243	42	11	33	58	103	0	236	5	3
"322"	201	20	0	53	95	110	39	27	0	29	0	5	0	0	114	4	0	0	486	16	151	0	0	80	3	18	226	45	3	41	3	0	117	106	0	0	0	37	10	134	0	28	0	0	64	3	0	28	137	0	9	0	0	7	58	21	27	6	0	0	41	32	17	194	482	94	195	4	83	16	0	78	113	4	377	0	27	0	21	7	26	8	67	730	14	1	62	0	7	7574	0	2	50	0	514	0	1	2	0	16	250	341	112	6	0	54	70	0	45	0	98	354	184	0	0	0	72	0	169	9	0	0	105	17	241	10	0
"323"	148	30	0	24	83	0	24	8	170	0	0	0	0	11	151	44	4	39	517	15	255	31	9	66	7	33	180	0	0	51	16	49	0	0	0	40	16	7	16	89	180	51	52	0	77	12	0	26	166	98	1	43	34	148	0	32	0	5	295	19	20	53	33	183	679	99	147	0	40	5	0	49	63	29	318	0	45	27	70	14	0	0	109	0	25	0	91	0	5	3624	22	0	48	20	511	1	50	0	0	15	315	328	121	41	28	21	28	0	0	0	115	387	0	0	0	0	79	217	15	5	0	0	81	33	267	0	8
"324"	141	29	0	17	87	117	16	55	198	10	0	5	31	11	135	7	0	0	308	8	0	0	0	127	25	22	269	14	10	46	2	0	134	0	17	0	7	62	0	150	102	34	51	15	61	7	0	0	87	68	2	54	34	904	102	0	14	0	301	41	0	55	32	0	601	86	167	0	26	0	16	66	82	5	307	0	29	45	18	26	38	0	0	741	0	10	40	75	2	5092	30	0	0	80	496	12	14	0	0	28	265	305	121	0	45	2	0	37	0	6	144	469	117	18	0	20	82	213	0	0	23	56	79	16	233	3	11
"325"	247	0	229	0	0	0	42	61	0	0	1	2	8	34	130	7	9	29	0	0	240	53	0	53	17	4	146	0	18	43	24	31	114	0	43	80	7	53	7	0	133	0	83	0	73	10	0	40	0	0	0	81	56	869	23	46	24	0	280	0	0	32	0	193	647	0	214	6	88	28	19	32	93	25	347	0	26	0	26	0	0	25	61	780	25	11	69	191	3	1510	52	12	43	66	0	14	4	0	0	39	0	322	132	0	60	46	37	0	35	14	82	327	0	3	0	17	111	217	5	3	20	71	110	0	208	2	9
"326"	131	48	182	65	89	82	42	5	175	13	7	18	2	0	113	0	2	0	308	39	0	71	15	121	60	16	270	0	0	53	10	7	0	81	0	0	9	0	9	0	87	73	0	8	0	0	10	8	0	82	7	57	27	1545	0	40	0	6	351	0	0	88	0	180	509	103	150	1	0	11	20	0	166	6	385	19	59	4	0	0	28	304	122	819	0	43	74	0	27	10010	0	9	79	40	505	3	0	0	4	10	0	360	156	0	60	28	64	12	85	0	128	348	0	0	0	0	130	186	0	5	16	0	109	0	249	5	2
"327"	161	43	296	33	86	100	0	36	130	9	3	34	38	8	93	16	12	16	550	1	271	69	8	104	21	25	155	0	0	35	8	17	125	70	0	32	10	26	22	106	131	20	93	19	45	9	11	17	146	45	1	24	34	74	0	43	0	5	271	29	0	55	61	126	446	88	204	0	69	0	14	45	0	22	440	10	33	25	21	36	27	0	110	800	55	7	44	168	0	58	28	12	41	0	504	21	2	41	0	74	0	321	146	0	29	39	0	2	0	16	0	365	118	0	0	12	94	294	0	0	0	0	131	0	192	2	6
"328"	107	45	228	32	91	292	34	0	0	34	4	98	16	0	179	0	115	0	370	26	0	0	2	79	36	22	174	13	1	21	15	15	199	84	0	76	0	0	4	0	0	58	0	5	38	11	19	0	0	40	12	30	20	1221	0	0	20	12	296	31	0	45	46	144	728	114	219	0	22	0	21	0	76	0	448	0	25	37	0	33	36	0	124	963	0	0	49	169	0	1970	0	20	0	32	551	0	0	0	0	0	0	301	127	0	32	0	43	16	38	32	77	447	127	1	60	0	155	0	0	0	0	58	71	7	304	0	0
"329"	127	35	201	46	100	109	34	22	143	1	0	0	16	0	131	0	0	29	0	0	234	49	4	97	3	0	0	37	9	30	13	36	86	94	22	0	0	25	13	158	215	0	85	13	33	0	2	0	152	0	0	55	0	889	36	36	0	0	249	0	0	57	42	0	0	101	163	0	55	11	14	0	159	0	306	11	37	78	39	0	0	0	126	743	0	8	52	106	6	9514	0	17	26	0	498	30	0	0	0	11	355	0	107	12	40	20	26	0	68	23	59	358	0	40	135	23	69	0	58	0	25	65	101	19	196	0	5
"330"	147	20	0	0	71	0	25	0	128	1	2	1	16	18	128	0	0	38	267	17	0	93	13	61	50	0	209	50	36	66	8	0	0	80	0	34	4	0	17	131	158	0	0	8	61	12	13	44	0	56	0	0	31	622	45	20	0	0	303	0	44	0	62	186	506	0	189	0	43	32	16	0	0	18	268	0	56	45	30	15	0	1	91	0	0	12	55	85	0	4477	0	25	31	19	543	10	1	38	0	10	338	0	102	0	34	0	0	31	0	6	56	324	125	0	72	16	72	209	0	0	0	0	139	63	198	0	1
"331"	0	31	0	36	72	391	15	0	0	0	1	0	20	9	136	0	0	0	373	0	195	0	2	0	1	25	212	23	8	42	0	52	113	0	0	105	0	11	0	195	129	89	56	3	25	4	4	0	0	35	12	0	13	4082	28	31	6	34	284	0	46	62	0	239	386	96	0	0	57	11	18	0	112	3	325	12	31	0	23	23	59	0	103	753	20	6	40	0	0	7916	0	10	36	0	481	24	21	0	3	33	0	306	147	16	0	0	9	0	0	13	113	449	0	3	0	0	69	243	40	29	30	21	70	0	235	0	0
"332"	112	22	0	49	77	306	60	0	135	22	0	8	24	25	116	0	5	7	378	0	0	0	3	0	39	5	218	53	13	46	0	44	150	76	7	50	0	0	0	0	232	44	82	0	83	0	0	30	0	46	9	36	0	281	0	27	0	9	306	43	67	57	44	141	594	0	155	20	99	0	0	97	80	0	342	16	0	0	22	61	31	0	119	839	38	0	53	0	18	6556	0	21	62	8	493	21	72	0	0	25	0	336	103	4	22	24	39	0	51	14	69	410	90	2	144	19	0	239	17	0	0	0	99	25	205	15	8
"333"	139	38	195	0	62	0	17	59	150	0	0	92	43	0	143	0	0	0	432	19	0	79	0	65	32	0	246	0	0	52	2	23	114	0	34	42	5	17	15	68	177	0	48	12	48	12	0	15	188	86	0	49	25	3028	87	37	0	0	289	43	54	0	0	167	477	88	192	1	18	0	21	166	59	22	338	24	44	0	12	0	0	64	85	0	0	0	32	0	4	3015	0	6	46	83	566	16	10	0	0	15	0	0	131	8	0	0	31	0	118	22	159	0	0	13	134	25	152	0	96	0	23	29	112	0	219	8	0
"334"	154	28	0	79	73	0	45	90	0	0	3	0	24	7	157	0	10	0	484	0	0	48	2	0	4	31	214	59	13	41	5	12	206	0	0	21	2	27	24	143	0	37	102	0	53	12	0	24	0	123	6	55	0	104	24	20	12	0	249	0	44	39	54	0	517	80	163	5	18	0	0	61	152	4	326	0	98	21	0	0	45	4	114	812	33	18	46	0	4	3593	27	3	52	34	476	0	0	0	0	33	0	388	101	0	0	33	0	0	98	16	0	380	89	21	133	22	97	0	0	7	23	0	139	0	252	14	0
"335"	151	20	0	34	94	0	28	0	101	10	0	182	0	0	170	2	42	38	286	23	0	89	5	103	43	23	303	77	0	43	0	45	128	0	0	13	12	3	10	0	214	79	0	13	0	10	0	48	159	42	0	104	28	949	0	44	0	11	314	0	31	46	0	93	385	89	123	2	85	0	26	123	0	12	383	0	36	51	29	0	0	0	0	771	4	0	52	179	0	3720	37	21	23	18	513	0	7	0	0	4	0	0	81	14	43	0	23	0	0	29	0	344	0	1	126	0	103	0	0	10	5	53	120	18	0	10	12
"336"	143	29	217	41	0	0	44	81	162	21	0	0	0	21	149	1	66	0	189	0	169	57	18	61	57	9	142	0	30	0	3	42	188	122	0	37	6	17	0	0	197	0	64	10	0	16	0	24	0	38	2	77	18	1326	0	38	0	41	303	0	0	50	44	172	491	81	187	0	63	12	0	0	0	0	332	0	30	0	0	0	0	0	83	632	0	31	67	52	0	1669	0	11	71	61	526	10	6	0	0	0	339	311	114	0	36	43	0	33	56	13	0	363	0	0	0	0	137	209	7	17	43	41	101	0	277	0	2
"337"	136	32	238	39	69	92	27	0	136	14	6	0	31	0	109	0	0	0	246	19	225	78	0	0	51	10	214	0	0	60	0	66	98	0	0	0	24	0	17	0	97	0	0	16	0	14	22	0	0	93	5	45	27	1614	0	21	0	0	261	0	0	47	56	177	618	124	0	0	92	13	26	0	86	5	302	0	20	29	24	0	0	35	86	819	16	1	37	97	0	2678	30	14	24	0	532	8	0	0	0	0	268	303	157	6	51	16	26	17	37	25	0	366	165	1	97	0	207	217	3	0	36	0	107	26	312	15	12
"338"	158	48	182	59	111	0	23	0	170	18	7	13	18	0	93	12	0	0	0	35	111	62	0	78	14	33	204	0	14	30	5	70	131	74	0	0	0	33	21	0	151	40	89	0	27	0	7	18	153	0	5	0	8	150	71	48	11	1	276	24	0	0	0	126	0	0	159	10	28	11	34	0	0	8	276	13	0	23	0	7	0	10	134	826	0	19	43	85	0	4526	7	3	33	102	589	0	2	24	0	0	297	315	116	0	41	37	24	0	0	17	99	426	0	15	0	18	93	230	0	10	12	40	115	17	265	15	0
"339"	167	22	0	37	84	0	30	0	149	0	11	0	0	0	160	0	47	0	257	1	150	58	0	0	33	0	0	65	0	58	3	9	93	0	0	39	9	9	24	0	171	0	95	19	44	0	0	0	131	46	5	67	40	257	26	0	9	0	271	58	65	54	37	203	516	0	181	12	33	0	0	55	0	11	383	20	67	43	15	0	62	1	110	903	0	0	69	129	13	7227	58	23	61	0	505	8	0	43	0	44	0	0	165	0	37	73	0	83	47	19	0	392	195	14	0	0	56	0	0	0	0	0	0	29	213	11	15
"340"	0	54	192	55	96	333	52	67	0	8	0	0	30	16	140	6	0	0	322	0	113	0	1	98	0	0	186	0	12	50	3	46	0	49	0	53	25	77	13	105	150	57	85	0	0	12	2	17	153	99	0	15	33	1166	0	0	0	0	231	61	98	58	0	172	650	109	196	0	39	0	16	0	0	0	300	14	36	0	39	58	15	1	202	0	26	0	41	90	17	2151	26	0	0	50	533	0	0	71	11	0	0	214	128	0	22	64	0	0	132	0	0	501	136	0	149	0	0	0	91	0	0	48	112	33	230	12	0
"341"	0	49	0	53	89	387	30	28	199	40	11	0	0	0	128	0	30	0	338	0	0	0	7	80	0	0	239	0	48	92	0	41	86	0	5	70	9	45	13	0	113	50	92	12	0	0	0	58	0	78	0	21	0	409	28	23	0	0	0	11	60	34	16	0	528	77	0	0	0	0	33	0	142	0	366	15	23	7	27	16	26	0	96	914	21	0	43	96	0	837	0	60	63	37	539	0	34	16	0	46	0	0	108	0	34	0	60	11	0	24	58	452	221	0	0	27	102	178	0	2	38	27	87	5	245	1	5
"342"	160	32	0	32	90	157	32	73	131	0	0	0	17	0	106	0	48	13	467	21	0	0	8	87	10	17	225	44	22	63	1	19	104	70	26	68	23	29	16	100	124	73	0	17	105	16	12	17	0	34	1	38	28	840	0	95	18	1	314	0	71	51	24	0	0	154	196	8	68	34	14	39	0	0	265	12	27	9	0	0	59	0	122	0	48	0	79	38	0	1402	0	33	48	21	516	29	0	61	0	0	0	272	132	0	43	50	39	0	0	30	0	395	0	37	56	0	59	0	0	23	42	56	75	19	246	9	12
"343"	0	48	0	46	124	229	35	0	118	8	0	114	52	0	129	10	4	0	372	5	189	0	9	0	0	0	218	44	0	33	0	18	106	0	13	88	18	24	0	117	122	61	66	0	0	0	0	0	141	0	3	46	19	340	0	0	15	0	246	0	6	50	66	136	558	79	169	0	35	0	17	90	201	0	316	13	0	0	0	25	0	0	114	0	43	2	27	64	6	1236	0	0	48	91	602	16	0	10	0	0	325	392	159	0	19	32	0	43	68	0	0	372	0	0	56	11	75	217	32	0	25	29	0	30	259	18	8
"344"	135	27	0	59	84	0	34	72	0	25	1	0	26	17	120	0	0	10	439	7	0	0	0	0	9	13	298	39	14	47	0	37	0	123	0	45	0	7	12	0	136	0	78	15	33	12	0	36	169	44	10	46	24	4460	70	21	0	0	259	106	50	56	41	0	519	80	221	5	9	0	0	47	145	21	250	9	33	17	23	7	49	0	93	720	0	0	41	0	25	13546	0	48	19	85	517	6	0	20	13	1	0	0	157	0	77	92	41	5	0	32	0	386	75	0	83	9	0	0	18	6	30	67	133	0	224	0	0
"345"	125	29	162	35	83	406	0	8	105	48	0	2	40	0	146	0	44	0	316	0	134	0	2	74	0	0	306	36	1	44	0	38	0	33	0	0	0	0	11	0	0	62	136	0	51	0	0	17	132	54	2	0	22	727	20	24	12	16	272	83	64	38	35	178	497	111	171	12	43	7	13	0	174	0	284	17	39	42	0	0	11	28	91	837	0	7	0	0	0	656	44	14	31	0	541	19	12	0	0	0	0	0	138	40	50	0	44	0	0	22	0	396	91	0	113	0	89	289	0	0	0	35	111	0	217	6	14
"346"	158	24	0	0	63	0	22	185	132	55	0	0	0	16	124	0	44	23	433	0	141	109	0	108	4	9	207	63	0	54	0	31	0	76	22	0	0	20	15	110	128	0	57	9	0	0	0	22	0	0	2	0	33	6768	52	32	20	5	251	0	40	0	42	175	549	158	167	0	41	19	13	68	0	0	389	22	22	54	19	25	21	0	0	878	67	22	74	92	0	8982	0	29	43	0	484	6	0	35	1	23	262	0	118	9	45	0	30	0	26	16	58	399	58	9	106	20	131	256	14	6	17	40	0	0	231	3	0
"347"	123	53	173	62	84	306	25	0	168	10	0	131	11	3	150	0	0	25	365	8	0	52	0	63	0	0	181	26	0	40	0	21	131	0	15	0	0	0	21	96	131	42	0	0	73	0	9	36	113	33	0	0	35	1235	79	22	26	6	278	14	54	42	0	144	468	121	0	0	34	0	18	0	172	0	316	12	51	0	0	23	24	0	134	672	0	21	54	0	4	1963	0	2	34	61	490	14	5	29	0	0	0	404	154	8	0	0	35	10	108	20	0	427	146	0	0	0	127	196	0	0	14	65	96	0	228	9	0
"348"	222	24	211	11	100	0	24	0	135	2	13	0	13	13	155	0	17	0	0	19	240	50	5	64	100	19	160	0	0	46	1	64	0	0	30	32	3	9	14	0	165	47	0	12	86	12	0	43	185	71	0	25	22	613	21	35	4	0	294	0	43	55	21	158	551	67	217	7	81	9	0	0	92	4	380	14	0	0	19	0	0	0	111	864	30	0	80	0	0	1409	25	49	0	23	430	40	0	39	0	24	303	288	128	0	65	31	55	53	86	21	92	358	281	19	81	10	58	224	0	62	27	70	110	0	275	0	0
"349"	0	41	180	25	89	362	41	88	197	18	0	182	44	11	173	4	33	72	0	34	167	0	3	0	0	19	261	0	23	78	5	13	94	0	8	81	23	3	11	122	156	87	66	17	0	0	0	21	0	0	2	0	12	147	0	9	0	16	249	44	0	55	32	152	507	148	0	0	30	0	32	0	100	14	439	6	40	29	28	21	37	0	83	762	58	0	35	26	13	7152	101	19	45	63	523	0	0	26	2	4	0	0	116	1	56	0	46	33	53	12	0	399	0	0	0	16	61	0	0	0	49	60	96	20	290	14	6
"350"	154	21	108	51	82	461	38	38	129	0	4	0	16	0	119	3	30	0	221	0	124	27	11	0	0	0	208	0	0	51	0	27	0	0	0	0	0	38	15	143	99	84	78	18	46	0	13	0	162	82	3	0	31	39	56	17	3	3	0	0	0	29	15	119	482	0	147	0	0	13	0	33	176	0	347	14	22	51	0	27	0	0	124	928	26	0	78	64	0	1395	0	0	0	44	512	0	6	0	2	0	311	0	174	5	61	22	54	35	0	0	43	412	86	45	0	0	0	0	2	0	48	73	128	0	213	8	0
"351"	123	44	256	28	106	156	19	0	168	37	2	51	24	0	177	1	10	14	0	0	0	48	3	68	7	0	196	27	9	39	0	26	0	0	15	65	5	25	0	0	147	0	0	17	36	9	13	9	153	67	4	45	25	888	50	20	0	1	265	43	37	0	0	0	661	120	204	5	17	0	27	0	137	7	282	0	7	41	0	0	0	18	0	676	15	0	76	143	15	1203	0	27	38	15	522	8	0	0	0	63	0	0	128	0	0	32	46	0	0	34	107	419	83	10	114	0	0	196	2	13	31	0	123	19	242	4	4
"352"	123	40	0	50	94	167	25	41	180	0	5	13	32	16	173	0	28	0	536	0	0	71	6	0	42	0	187	52	1	56	7	45	0	0	0	0	20	0	0	157	99	54	92	20	0	0	0	12	0	0	3	57	0	128	58	0	9	0	314	0	0	50	40	160	518	104	161	5	68	32	19	0	0	0	380	0	0	40	21	14	46	0	83	805	0	0	73	0	14	1409	0	28	28	60	508	13	0	0	29	36	282	294	140	0	0	0	17	16	126	24	0	409	0	13	112	14	98	199	0	0	21	31	109	0	0	0	9
