""	"OTU1"	"OTU2"	"OTU3"	"OTU4"	"OTU5"	"OTU6"	"OTU7"	"OTU8"	"OTU9"	"OTU10"	"OTU11"	"OTU12"	"OTU13"	"OTU14"	"OTU15"	"OTU16"	"OTU17"	"OTU18"	"OTU19"	"OTU20"	"OTU21"	"OTU22"	"OTU23"	"OTU24"	"OTU25"	"OTU26"	"OTU27"	"OTU28"	"OTU29"	"OTU30"	"OTU31"	"OTU32"	"OTU33"	"OTU34"	"OTU35"	"OTU36"	"OTU37"	"OTU38"	"OTU39"	"OTU40"	"OTU41"	"OTU42"	"OTU43"	"OTU44"	"OTU45"	"OTU46"	"OTU47"	"OTU48"	"OTU49"	"OTU50"	"OTU51"	"OTU52"	"OTU53"	"OTU54"	"OTU55"	"OTU56"	"OTU57"	"OTU58"	"OTU59"	"OTU60"	"OTU61"	"OTU62"	"OTU63"	"OTU64"	"OTU65"	"OTU66"	"OTU67"	"OTU68"	"OTU69"	"OTU70"	"OTU71"	"OTU72"	"OTU73"	"OTU74"	"OTU75"	"OTU76"	"OTU77"	"OTU78"	"OTU79"	"OTU80"	"OTU81"	"OTU82"	"OTU83"	"OTU84"	"OTU85"	"OTU86"	"OTU87"	"OTU88"	"OTU89"	"OTU90"	"OTU91"	"OTU92"	"OTU93"	"OTU94"	"OTU95"	"OTU96"	"OTU97"	"OTU98"	"OTU99"	"OTU100"	"OTU101"	"OTU102"	"OTU103"	"OTU104"	"OTU105"	"OTU106"	"OTU107"	"OTU108"	"OTU109"	"OTU110"	"OTU111"	"OTU112"	"OTU113"	"OTU114"	"OTU115"	"OTU116"	"OTU117"	"OTU118"	"OTU119"	"OTU120"	"OTU121"	"OTU122"	"OTU123"	"OTU124"	"OTU125"	"OTU126"	"OTU127"
"279"	0	43	151	52	107	84	31	0	161	88	0	0	20	36	161	20	0	18	0	0	194	36	3	85	29	6	236	0	13	40	0	34	142	0	12	36	0	13	0	155	0	0	86	10	0	0	0	7	0	91	4	0	21	2910	54	12	33	0	247	28	53	73	0	109	512	0	0	0	16	11	0	71	0	23	418	9	49	27	27	0	25	16	0	819	62	0	76	0	8	923	0	21	80	59	565	0	0	28	0	41	0	0	147	2	65	139	48	18	0	0	123	373	89	9	166	8	119	0	1	4	0	0	82	41	192	0	0
"280"	154	16	147	0	59	174	58	22	159	14	0	43	0	0	118	0	16	0	359	0	191	58	0	90	3	11	175	39	0	47	0	0	129	0	41	65	15	0	7	0	149	63	88	0	68	9	11	6	128	47	4	0	12	1169	41	0	32	1	310	0	49	40	44	0	590	68	199	0	0	0	0	0	48	4	397	16	52	88	11	34	59	0	100	824	7	11	90	149	0	3092	0	0	38	32	510	0	0	17	0	12	0	274	118	0	0	57	15	0	0	0	0	435	139	15	94	8	71	214	24	0	0	0	109	7	234	0	9
"281"	193	22	0	25	0	316	35	34	0	1	0	63	5	0	128	0	0	0	307	0	0	63	0	106	0	0	167	47	0	73	0	8	0	0	53	0	9	4	11	91	120	53	0	6	86	12	0	20	175	0	7	59	27	1896	36	81	0	11	289	18	0	48	0	175	493	131	0	0	31	0	45	88	102	0	353	15	43	2	21	13	26	0	115	771	11	5	51	23	39	243	29	33	59	114	563	0	15	0	2	8	0	0	97	0	38	0	75	0	73	19	65	400	204	31	0	22	106	279	0	4	22	0	0	21	201	2	0
"282"	143	19	252	30	89	103	26	0	193	0	0	0	18	8	0	0	60	0	492	10	305	0	11	63	50	26	194	42	6	57	3	49	0	84	16	55	6	19	12	144	0	0	75	13	101	0	0	27	129	67	0	38	9	9	0	23	12	21	224	16	65	62	0	0	616	95	162	0	69	0	0	49	0	17	341	11	34	6	0	0	0	0	101	718	20	0	52	95	0	4260	0	15	43	111	502	0	0	35	0	0	458	300	150	0	24	0	47	20	136	23	72	439	197	0	0	19	115	265	153	0	5	32	107	0	219	10	1
"283"	138	12	215	31	90	0	0	105	143	40	0	0	11	8	0	0	0	0	434	6	0	32	0	65	0	10	287	0	9	23	6	61	0	149	0	0	9	7	26	145	144	55	97	6	54	0	4	5	130	0	9	53	21	545	53	8	9	0	260	0	44	53	32	109	458	68	201	0	24	11	16	0	191	2	300	0	37	0	21	0	5	0	89	791	0	0	71	48	12	1496	0	24	86	0	471	25	48	32	0	19	262	340	145	0	28	0	73	41	16	0	100	445	0	61	0	23	0	405	0	33	10	62	87	0	222	8	8
"284"	167	17	0	27	80	149	50	88	129	0	0	0	8	25	167	14	2	30	344	0	0	79	0	0	56	22	181	0	5	25	0	31	0	0	7	23	0	0	16	150	118	0	65	14	0	0	0	11	136	96	0	79	21	301	0	25	0	21	221	13	0	54	0	146	495	125	172	1	35	0	0	128	138	0	352	0	48	0	25	32	26	0	88	0	62	5	64	118	4	5428	0	9	48	8	530	0	9	0	5	12	0	275	134	20	48	0	45	0	19	0	93	389	85	23	0	0	117	292	0	0	28	38	128	0	257	3	0
"285"	0	68	0	77	108	253	25	144	182	11	0	0	44	0	130	1	3	22	498	10	194	52	2	132	4	0	252	0	0	0	9	41	239	0	35	0	3	0	9	174	0	62	0	12	0	0	5	20	195	0	0	95	30	83	51	0	14	4	239	0	29	54	80	0	599	68	0	12	0	54	12	0	0	10	342	4	42	0	0	49	57	6	64	878	0	0	65	0	8	13644	0	0	0	62	539	6	24	15	0	0	244	225	103	1	30	0	85	0	0	0	149	406	0	28	0	0	80	209	0	0	0	25	91	0	268	0	10
"286"	183	0	228	50	90	177	38	92	149	0	3	0	17	24	124	8	11	29	313	0	173	0	0	96	0	7	155	0	3	70	6	25	93	118	10	51	18	16	6	112	151	84	77	0	0	15	3	0	0	95	0	48	14	175	60	24	0	17	202	0	66	56	0	167	409	100	0	0	42	0	16	61	100	34	436	21	33	71	0	13	0	0	0	997	0	40	0	0	3	1674	0	15	32	26	538	0	19	0	0	0	0	0	142	4	0	0	71	0	0	29	59	383	0	0	0	0	165	253	0	0	0	37	99	0	276	6	11
"287"	209	0	161	0	92	0	0	0	135	0	6	131	0	7	144	2	0	36	213	0	174	112	0	90	0	39	196	47	2	57	4	28	0	136	20	0	0	0	16	128	118	0	0	13	28	9	0	8	0	30	10	0	10	1844	0	39	11	0	327	93	0	33	0	181	604	111	194	0	14	0	0	0	0	0	408	10	61	0	6	11	0	10	174	698	29	0	61	43	0	6903	44	0	53	0	520	7	58	0	28	30	218	250	151	3	35	0	0	35	134	30	125	398	0	0	77	0	76	260	0	0	21	41	91	0	264	0	6
"288"	0	35	155	46	99	152	26	0	149	54	0	0	0	0	117	2	0	24	340	0	186	37	4	106	27	0	218	71	0	49	0	40	121	0	16	73	7	17	3	130	0	18	77	13	55	18	41	19	0	57	4	42	0	670	0	23	0	0	302	70	0	49	25	165	480	85	0	9	60	8	0	0	150	9	257	11	0	13	24	0	25	0	84	0	30	0	49	39	10	6568	23	19	39	65	566	5	0	85	0	0	0	0	118	0	57	0	127	19	67	14	64	334	0	0	0	19	87	387	0	18	21	0	100	0	0	0	0
"289"	216	20	126	54	70	0	20	0	0	22	8	6	14	8	143	4	0	0	561	7	170	69	1	0	62	11	195	19	18	86	0	63	0	52	45	60	10	34	8	0	87	0	100	0	0	0	3	14	116	30	0	86	0	805	27	54	16	0	0	35	0	60	34	163	423	95	169	0	54	12	13	0	124	6	334	14	31	0	6	21	41	0	130	890	0	47	78	126	2	6022	8	20	29	29	514	0	0	37	1	59	247	391	123	0	46	0	0	29	0	48	106	405	167	0	128	11	165	0	0	6	39	62	122	4	340	4	0
"290"	195	46	183	57	106	194	41	144	152	24	6	0	0	9	145	0	32	0	335	7	0	44	9	75	13	39	159	0	40	0	7	48	0	0	0	40	0	0	11	0	0	28	70	0	48	6	16	0	132	0	0	38	27	864	0	81	0	11	258	0	0	31	0	192	0	83	190	1	0	12	0	63	157	8	301	17	39	0	12	17	45	104	156	803	0	6	59	80	0	8318	10	10	32	47	490	14	0	5	6	5	346	0	144	7	45	53	70	63	0	44	98	461	162	1	75	0	116	263	0	0	26	0	80	26	208	0	6
"291"	138	43	172	52	0	141	42	68	0	20	0	0	10	0	181	8	0	21	568	43	0	0	4	143	3	18	218	27	20	78	0	34	149	0	0	46	9	23	0	114	0	56	0	14	27	17	8	67	118	0	0	66	42	704	0	10	6	19	0	0	68	55	27	168	440	158	179	0	58	9	0	0	140	0	297	25	41	0	0	0	0	0	101	868	0	0	61	0	0	13138	33	13	31	44	556	13	32	0	1	4	0	0	97	0	21	106	57	21	17	12	61	388	0	5	91	8	69	0	0	0	34	45	56	0	285	0	0
"292"	144	23	0	39	82	0	21	52	130	37	0	2	17	0	108	1	0	0	414	0	137	47	3	64	18	0	154	0	0	34	5	19	0	58	11	80	0	0	0	126	92	34	0	0	51	8	0	19	120	97	0	66	36	1320	0	7	0	0	0	0	0	65	18	184	629	115	156	9	0	7	10	0	164	20	241	18	35	0	12	0	17	33	125	0	24	0	0	89	3	8715	0	14	84	32	498	3	0	0	2	44	0	293	107	0	35	0	58	0	0	14	34	360	93	7	0	13	52	0	83	7	17	70	74	0	270	5	13
"293"	166	31	118	58	80	194	42	44	143	41	0	0	19	10	158	95	13	23	207	0	167	48	0	0	27	26	202	0	0	51	10	0	0	86	21	0	35	10	26	120	109	0	0	0	0	13	25	25	177	155	0	42	12	3172	47	4	21	9	294	0	0	44	0	117	550	80	197	5	27	0	24	105	159	0	364	7	55	12	24	12	0	0	0	976	27	6	62	36	2	4818	20	29	0	72	527	17	0	0	5	0	0	0	124	0	46	0	55	8	54	6	0	518	54	6	78	7	0	217	3	0	0	0	89	0	287	9	0
"294"	143	27	197	56	68	126	68	17	156	53	1	0	24	0	152	3	0	0	445	19	147	18	9	62	28	0	249	31	0	37	16	0	189	71	12	30	0	41	9	118	0	50	79	18	59	5	0	0	0	88	1	65	0	6170	0	23	7	7	256	0	0	49	25	173	570	0	185	0	23	0	10	12	81	0	261	20	0	49	39	8	0	0	0	786	19	13	66	100	0	3250	21	0	32	0	542	0	40	87	24	0	263	275	121	0	30	11	39	33	60	7	78	404	0	0	0	0	109	278	0	15	8	49	114	0	208	23	7
"295"	143	31	112	30	73	0	35	68	149	27	0	0	0	0	132	0	0	0	0	0	221	44	11	0	0	37	301	0	0	0	0	25	0	33	0	26	0	0	0	137	157	0	82	21	67	13	0	27	127	86	0	52	27	3357	25	16	0	0	326	0	37	45	46	0	603	0	182	2	0	0	13	0	121	16	287	14	39	30	30	13	0	0	75	775	31	0	52	61	17	8690	0	8	0	61	537	16	7	0	0	0	0	0	142	0	83	54	0	11	18	2	0	432	161	12	0	28	116	193	0	15	23	70	133	25	239	8	0
"296"	0	0	0	0	96	0	25	14	160	16	4	484	0	0	138	4	14	0	278	0	0	67	7	104	0	15	220	0	0	60	7	39	0	0	6	37	18	10	14	0	183	111	92	16	57	0	9	9	153	0	0	102	33	67	33	18	12	20	307	68	0	65	0	119	561	110	158	13	77	0	0	59	126	19	308	10	37	0	0	0	0	0	132	785	0	16	57	102	0	2540	0	12	0	40	516	20	2	55	0	0	362	326	102	0	49	37	45	20	21	27	233	384	77	23	77	16	70	0	55	0	28	0	132	34	200	1	0
"297"	172	0	0	38	78	0	53	67	149	2	9	0	44	42	137	0	15	27	394	0	0	74	17	54	12	10	154	0	0	49	7	56	121	0	0	51	0	16	5	0	228	0	108	0	77	0	3	25	0	51	4	0	61	1770	27	7	0	0	271	28	33	77	0	0	446	143	216	2	0	0	35	0	111	11	323	0	80	120	8	0	51	0	0	853	19	17	70	0	0	1628	16	9	50	71	433	0	7	44	14	0	353	0	135	0	56	24	60	46	171	0	0	395	185	6	0	15	122	0	3	13	0	48	77	23	219	1	8
"298"	192	38	175	47	86	158	23	63	199	0	0	0	44	29	173	0	0	0	571	12	190	0	4	82	4	8	200	26	15	66	5	31	0	75	16	0	0	21	21	131	150	37	0	0	0	9	6	24	0	0	6	0	0	1085	57	37	0	5	229	0	0	58	33	175	488	135	156	11	76	0	15	53	118	3	365	15	29	72	40	0	33	1	71	923	0	7	0	79	0	727	0	33	60	15	494	0	20	0	4	0	130	0	124	22	42	0	31	43	104	11	115	385	0	9	100	11	203	224	5	5	48	18	57	24	331	0	5
"299"	148	27	0	25	89	250	38	0	160	15	9	7	20	0	122	0	0	55	245	9	107	58	2	82	0	0	174	43	7	45	7	40	0	39	0	49	12	0	5	140	0	0	0	10	27	0	0	0	0	74	0	51	30	3761	56	41	0	16	254	0	56	35	0	158	493	96	173	11	0	13	26	0	0	18	307	13	60	32	0	0	41	17	99	752	0	0	30	0	0	1595	86	33	27	14	519	0	0	0	3	0	0	311	149	0	40	63	23	0	0	23	77	411	146	3	0	11	49	253	256	15	29	0	71	20	237	0	0
"300"	204	59	163	33	88	143	46	0	167	0	9	1	23	0	184	2	57	21	534	73	0	32	8	164	7	30	264	0	29	0	12	61	0	49	0	58	0	4	14	132	179	57	75	12	31	19	5	18	180	85	0	0	20	506	0	38	10	2	311	13	27	54	49	139	505	104	235	0	40	15	16	32	153	29	361	13	32	93	35	5	0	2	0	730	23	0	81	129	5	1930	29	5	42	67	451	0	37	47	30	0	0	333	134	0	42	0	0	0	32	30	0	423	325	0	0	21	0	342	0	18	23	54	82	0	241	8	4
"301"	154	34	0	0	81	128	41	0	0	0	6	0	0	17	114	123	33	0	383	0	206	75	0	0	49	7	208	42	2	0	0	0	156	0	0	74	0	0	11	0	126	86	0	17	0	12	0	28	180	63	4	0	13	1106	48	32	12	10	282	0	58	59	0	113	428	94	174	0	41	0	13	68	240	0	410	15	42	37	0	2	0	0	110	738	0	0	0	0	0	5325	51	22	51	49	484	0	27	7	0	0	0	172	124	0	0	0	0	0	62	11	0	443	149	10	91	0	109	215	0	11	18	51	82	22	222	8	13
"302"	215	47	119	38	61	0	44	24	161	0	0	0	5	20	120	1	0	0	423	12	210	0	13	0	0	14	223	0	0	0	0	26	0	102	6	60	0	12	6	195	0	78	61	12	64	15	0	17	101	55	6	80	0	1715	51	49	58	2	280	0	0	0	0	169	613	0	196	12	94	5	48	0	160	4	321	0	24	19	18	24	0	0	0	808	7	26	50	0	9	1085	16	22	45	34	483	13	0	0	0	18	298	0	127	2	38	84	65	10	119	14	99	376	96	16	0	15	0	158	38	37	29	51	79	7	230	0	5
"303"	177	26	0	30	92	0	0	0	194	0	9	0	0	14	124	2	0	14	0	1	187	0	5	84	22	9	281	0	0	0	6	0	192	86	0	75	26	0	0	151	188	0	0	6	52	11	0	30	0	0	0	108	0	189	21	44	22	0	260	66	0	47	0	177	0	106	266	20	73	0	8	104	0	14	299	23	20	0	41	0	27	15	0	742	24	0	52	0	19	4082	0	0	46	36	475	0	3	0	3	14	357	399	162	4	28	0	43	95	0	5	60	422	174	0	97	19	109	229	1	2	0	0	75	23	251	4	0
"304"	174	31	172	42	85	202	32	0	0	0	0	0	0	26	113	1	0	0	0	19	338	140	0	80	50	49	0	0	0	44	0	41	0	95	38	22	0	37	14	93	0	54	0	0	109	12	0	0	0	64	0	0	25	5	0	18	0	9	342	0	0	43	60	0	575	99	184	0	3	32	7	70	152	0	349	15	48	0	0	0	17	7	124	836	0	10	34	0	0	2307	23	4	39	34	501	0	0	0	10	0	246	0	115	19	0	0	58	38	46	18	0	460	60	40	102	14	0	349	27	16	0	59	114	19	249	13	6
"305"	91	20	0	25	90	0	0	0	129	0	0	0	12	11	152	0	37	14	490	15	0	63	17	67	74	0	233	37	0	40	0	82	94	81	0	37	12	8	25	146	175	66	86	15	0	0	0	8	0	128	7	57	20	835	0	10	12	8	273	0	0	39	58	147	0	140	167	0	63	29	0	0	0	9	379	0	38	27	30	38	0	33	82	908	14	8	0	129	0	8651	0	0	64	0	466	9	0	17	0	0	0	250	127	5	60	27	50	0	0	5	0	438	92	43	0	0	0	0	6	6	0	54	111	15	250	0	4
"306"	197	34	116	48	85	50	41	0	0	0	0	2	0	9	153	0	0	0	0	0	0	51	1	110	9	11	223	0	0	44	5	45	0	0	9	0	0	32	34	151	153	72	59	8	0	21	0	36	157	61	3	0	19	2628	30	55	0	14	239	5	0	39	0	157	528	0	0	0	20	18	0	0	114	0	298	9	0	0	0	9	29	0	119	0	0	25	62	0	30	2210	0	7	30	26	557	0	0	23	0	8	338	0	174	0	46	0	0	0	0	8	80	385	115	16	0	0	93	198	12	5	42	44	0	0	258	0	10
"307"	0	0	0	31	75	0	0	35	0	0	0	0	20	21	120	0	5	42	293	0	0	0	10	121	37	31	157	35	0	35	1	25	114	58	15	55	24	13	0	101	171	0	75	24	45	0	11	16	151	0	0	13	54	256	65	0	8	11	244	70	0	32	0	147	445	170	148	0	33	22	0	49	0	21	321	0	0	92	0	15	56	0	0	868	0	13	53	0	0	2463	19	0	19	0	522	10	15	43	15	0	242	0	132	7	28	0	0	26	22	2	0	394	113	15	149	0	87	0	0	11	0	62	124	42	216	9	5
"308"	105	24	0	0	82	0	45	17	185	9	7	0	68	13	127	0	7	34	434	9	0	116	13	71	54	13	181	43	0	59	15	63	120	86	0	36	8	41	19	0	153	23	99	10	68	0	0	0	0	67	5	21	36	126	99	0	8	5	348	22	55	49	0	163	473	97	0	0	0	0	13	0	127	8	241	14	23	54	9	0	39	0	0	665	0	22	55	86	4	1112	18	11	58	42	489	12	12	0	20	64	312	374	152	0	45	76	73	0	71	22	66	483	88	0	112	0	41	0	0	0	0	0	132	13	189	0	0
"309"	143	22	0	72	79	0	33	81	152	0	3	72	6	12	139	0	40	0	0	0	274	0	37	76	10	0	289	80	0	43	11	0	0	0	28	85	15	15	12	0	171	64	0	0	0	17	9	15	0	77	0	44	25	1579	42	27	0	2	255	34	31	51	0	148	447	116	0	6	25	11	19	0	123	0	426	12	64	32	0	23	43	1	130	760	61	0	71	0	0	758	0	24	44	75	501	11	4	0	0	50	266	0	120	2	38	46	63	4	68	12	78	452	99	6	117	14	147	190	1	0	44	0	89	22	0	12	9
"310"	169	8	151	25	96	179	39	7	201	15	6	3	0	11	142	6	0	17	503	2	152	0	5	0	15	0	228	0	2	57	7	18	0	0	41	57	19	16	10	121	98	27	104	0	45	0	0	4	134	80	0	49	25	191	0	3	19	12	272	22	45	63	69	153	433	112	219	0	48	0	25	42	79	0	339	0	0	4	0	6	0	0	0	728	0	0	83	107	11	3616	0	15	60	2	512	4	3	59	0	28	0	0	173	6	27	0	30	0	0	8	0	383	133	30	134	15	78	259	0	12	59	40	73	32	231	4	0
"311"	0	18	141	46	56	138	32	64	171	28	15	0	50	21	133	5	25	72	257	0	0	0	6	108	9	24	238	0	12	31	0	26	0	0	0	54	2	29	0	0	137	0	0	12	70	0	0	42	126	31	0	45	54	1747	75	0	8	11	278	0	91	51	63	163	686	123	212	10	39	9	0	20	198	20	339	0	30	5	14	0	49	0	78	694	0	22	0	71	9	165	0	15	64	49	527	5	0	1	0	6	231	0	137	11	46	0	28	26	143	0	54	398	110	34	148	20	94	0	0	0	10	0	84	15	198	5	0
"312"	169	44	190	50	85	285	58	44	167	0	0	313	0	0	148	0	25	0	455	9	0	61	0	55	0	99	155	26	0	32	1	40	138	0	21	52	2	7	12	133	150	43	0	0	44	0	0	17	131	80	0	19	0	998	31	42	0	0	290	0	0	39	0	123	472	130	163	0	89	0	17	74	0	1	365	10	57	4	39	0	0	0	89	0	42	0	89	0	0	3483	42	24	33	106	504	22	29	0	0	0	0	301	184	2	0	56	26	48	0	31	0	412	280	0	106	0	41	243	3	10	28	57	143	0	200	4	1
"313"	167	20	0	46	64	104	49	0	0	0	4	0	0	27	136	1	70	0	0	0	148	79	5	106	23	0	235	0	6	38	16	27	166	100	12	79	13	15	19	0	174	0	0	10	90	8	0	30	112	38	3	0	16	281	0	0	0	0	269	59	0	41	0	140	374	118	158	0	53	8	11	0	124	13	311	0	0	39	0	0	0	0	0	797	19	6	59	105	8	7466	0	26	42	63	491	11	71	0	0	77	0	0	119	0	52	0	61	43	0	25	91	384	101	42	0	19	86	0	0	3	28	43	86	0	256	4	6
"314"	191	46	180	34	105	66	48	33	157	0	0	30	17	14	148	1	0	0	0	27	203	34	3	0	10	50	0	49	0	53	7	6	186	70	17	75	0	0	11	0	173	0	84	17	33	16	5	0	138	0	0	18	0	747	55	63	23	3	274	3	95	51	41	158	597	91	199	2	0	8	6	0	101	13	319	17	20	0	0	0	0	37	108	868	0	28	0	0	0	4231	27	5	28	21	546	0	41	11	0	0	306	0	128	8	38	0	0	65	24	30	76	355	186	20	63	0	60	209	0	9	55	25	126	0	220	3	2
"315"	186	46	180	51	90	0	33	109	0	25	1	0	0	0	162	0	49	0	0	18	208	37	0	0	38	18	250	0	8	0	19	17	78	31	14	68	0	0	8	112	141	0	86	14	0	13	9	37	0	0	0	47	0	5305	0	46	0	24	311	21	48	76	30	0	628	111	0	2	135	21	30	0	0	0	351	17	0	0	17	35	11	0	82	641	24	0	26	0	0	9580	28	23	27	27	573	0	0	0	0	0	332	0	161	0	13	32	50	0	102	43	0	356	71	2	0	13	38	273	0	26	0	56	36	0	283	6	12
"316"	113	25	0	15	62	209	50	0	184	56	6	7	0	21	117	0	0	0	397	0	0	69	0	88	0	15	236	41	0	66	6	46	0	0	12	0	6	0	13	129	144	0	53	0	37	0	19	12	0	0	0	70	0	1516	0	46	0	4	291	17	58	47	0	172	611	97	159	0	0	24	0	48	253	7	319	9	28	7	14	22	44	1	86	711	0	36	69	246	0	2695	30	0	55	42	478	0	4	19	0	12	189	427	150	13	39	39	0	0	0	21	95	409	0	9	0	20	60	0	0	9	27	19	92	0	277	2	0
"317"	164	0	0	0	101	106	28	26	124	0	5	12	0	37	124	0	85	23	610	15	138	50	0	100	26	0	124	26	0	10	8	33	0	0	0	34	18	32	0	172	154	38	81	0	34	0	0	37	138	54	2	0	0	499	0	90	0	22	250	62	0	51	57	132	458	0	0	0	106	0	33	0	148	8	320	8	42	0	26	5	24	15	73	786	0	26	44	80	0	7709	0	16	0	23	563	0	33	0	0	0	0	0	133	0	47	36	33	62	123	25	63	435	231	14	0	17	0	0	0	0	0	0	62	0	0	0	10
"318"	212	67	257	34	74	202	27	0	0	0	10	0	0	0	161	0	15	0	457	0	0	0	0	0	0	0	176	0	38	71	0	24	122	76	3	50	6	0	5	83	0	0	99	12	0	13	0	7	0	48	5	0	18	1473	0	38	13	0	281	0	0	42	40	0	483	98	195	0	0	3	25	0	99	0	374	23	29	0	31	0	17	65	65	736	0	27	50	52	8	2475	0	6	63	6	595	0	0	0	1	0	0	0	99	0	34	30	0	0	0	10	69	394	73	16	0	15	152	315	11	2	14	59	122	18	311	1	7
"319"	0	28	0	0	84	0	27	80	0	40	0	0	9	16	154	2	27	0	0	25	0	0	0	107	59	6	262	0	0	37	5	90	0	0	12	49	27	0	0	0	136	0	115	17	0	0	4	8	125	48	0	0	23	35	44	22	0	18	0	33	0	50	0	201	635	84	128	10	0	0	20	37	131	12	390	17	0	79	36	0	0	0	0	704	0	0	51	0	5	381	0	5	93	60	482	0	22	15	41	19	250	169	168	0	34	5	83	0	65	8	0	342	0	2	89	0	51	202	68	0	0	45	136	16	220	4	0
"320"	178	49	246	53	85	375	53	66	0	17	19	0	0	0	215	1	0	0	398	33	128	36	3	0	2	0	212	0	0	31	0	0	0	143	0	28	0	10	0	104	0	35	97	0	46	10	27	30	137	49	0	21	0	63	32	31	17	13	351	0	44	54	0	0	527	74	214	0	94	0	11	18	104	7	354	17	85	0	13	0	92	0	82	630	0	10	80	106	0	894	21	14	0	83	577	0	0	0	0	0	0	347	150	8	28	18	0	0	0	19	0	400	114	2	0	10	92	280	44	0	38	50	177	0	226	6	6
"321"	188	35	0	23	72	145	28	84	133	0	0	0	0	18	120	5	18	0	268	11	0	0	3	88	19	28	295	33	1	63	3	42	0	92	18	0	0	0	0	0	192	0	85	13	0	0	4	0	0	83	4	45	30	324	27	31	0	0	263	0	0	29	42	178	521	120	135	0	0	0	27	17	107	0	329	0	25	0	0	0	0	0	108	869	44	0	79	131	0	492	10	17	40	0	499	16	4	7	0	0	0	241	153	3	47	0	0	20	93	10	78	432	125	39	0	0	39	0	0	20	27	68	78	0	251	14	4
"322"	188	47	211	41	109	135	41	84	0	52	0	921	0	6	187	2	24	0	243	0	207	50	2	100	0	0	218	64	6	45	15	15	141	96	7	30	11	0	10	172	0	0	96	11	78	14	9	51	148	40	8	27	0	2899	0	52	0	4	266	18	28	52	35	131	601	116	191	0	65	13	30	29	93	11	362	0	31	0	0	30	0	19	0	855	26	24	70	0	0	575	0	13	66	68	538	3	0	45	21	30	0	342	158	0	20	78	43	0	0	29	71	429	273	0	147	17	85	349	54	6	40	0	67	35	0	1	0
"323"	0	28	126	42	70	221	46	0	0	41	7	0	0	14	174	0	34	5	0	5	206	0	0	77	2	0	209	0	1	48	10	31	104	102	28	0	0	46	8	0	133	45	0	11	0	0	11	35	131	45	2	24	15	2530	0	65	26	0	0	0	0	51	53	172	515	97	186	3	53	0	11	48	113	0	305	8	28	0	21	0	0	16	160	0	0	30	109	28	0	5020	0	22	51	33	516	4	0	36	0	0	219	374	124	7	38	84	0	53	0	41	128	446	149	3	0	16	82	230	0	33	18	51	122	0	218	0	10
"324"	0	22	0	33	100	0	30	0	0	11	0	38	0	0	129	0	0	0	468	29	168	53	0	45	21	48	233	78	0	37	0	16	100	74	6	61	8	0	7	120	220	0	0	10	67	10	4	23	125	0	0	76	41	318	0	27	0	0	293	64	0	0	38	129	537	117	214	0	16	0	0	0	174	9	311	0	39	10	44	22	0	0	0	812	27	13	36	0	14	560	0	26	50	0	508	6	0	101	0	36	233	314	72	72	41	53	64	0	0	26	0	389	128	0	0	0	48	0	0	17	9	26	68	0	246	10	23
"325"	244	57	217	38	87	141	41	0	147	19	4	7	26	0	145	0	28	19	460	14	214	0	15	90	14	2	124	100	24	79	0	26	126	117	15	0	7	2	0	148	134	0	55	12	0	19	0	37	121	0	2	51	24	5	0	54	10	0	298	0	0	58	0	150	495	0	139	2	79	12	16	0	0	7	248	19	38	0	0	0	45	0	105	716	31	0	45	0	22	4071	63	21	80	79	459	0	0	37	30	18	0	279	139	1	49	35	61	21	0	11	65	442	101	0	0	0	44	262	3	0	25	33	122	0	249	11	4
"326"	128	39	203	0	115	367	50	0	161	36	1	0	61	0	98	15	7	78	523	11	0	74	0	64	0	5	244	27	13	0	5	34	164	0	0	77	0	0	18	170	122	54	68	0	51	10	0	21	0	0	0	0	46	1159	16	16	21	15	250	0	0	55	0	141	698	105	126	1	47	12	0	60	66	14	359	22	58	53	0	0	36	7	174	0	35	0	63	186	8	1173	45	38	38	18	518	28	0	2	0	26	0	186	186	9	73	40	0	56	42	11	87	479	0	0	0	0	150	296	0	0	33	34	77	0	229	1	2
"327"	160	24	168	45	88	90	52	0	175	10	0	0	33	14	124	8	27	152	384	0	0	88	0	121	0	14	225	37	0	51	0	81	132	76	21	50	0	0	21	0	153	31	0	17	74	5	0	10	0	66	0	34	43	294	52	35	0	0	327	0	121	51	0	160	552	83	168	11	30	17	12	0	148	25	360	0	24	0	0	26	0	0	79	750	37	0	19	0	4	4067	0	9	28	0	506	45	5	0	0	0	326	290	164	19	26	0	81	81	0	0	0	363	0	13	0	18	96	286	0	0	10	0	84	18	289	0	3
"328"	137	29	0	44	59	124	43	0	197	0	3	2	5	0	157	25	40	0	0	15	160	79	0	58	33	0	193	30	6	0	12	0	147	0	15	83	0	0	12	143	172	76	0	12	60	11	10	12	0	78	7	0	26	3	21	53	0	0	292	47	91	67	35	141	533	81	181	9	12	1	0	0	101	4	345	20	26	0	17	36	0	29	133	990	0	11	75	89	59	8585	0	33	37	53	512	13	11	0	0	0	349	404	147	12	0	0	36	0	0	0	114	398	104	8	0	8	98	0	0	6	25	11	113	14	238	7	0
